Ensembl,Symbol,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000133773,CCDC59,102,103,85,51
ENSG00000127720,METTL25,48,43,76,20
ENSG00000179104,TMTC2,0,0,4,0
ENSG00000072041,SLC6A15,0,0,0,0
ENSG00000231738,TSPAN19,10,14,1,3
ENSG00000133640,LRRIQ1,17,11,0,5
ENSG00000180318,ALX1,0,0,0,0
ENSG00000198774,RASSF9,54,31,33,8
ENSG00000133636,NTS,0,0,97,14
ENSG00000182050,MGAT4C,82,94,8,28
ENSG00000165805,C12orf50,180,173,24,59
ENSG00000133641,C12orf29,40,31,27,58
ENSG00000198707,CEP290,62,45,41,26
ENSG00000139324,TMTC3,163,225,330,88
ENSG00000049130,KITLG,2,0,7,4
ENSG00000139318,DUSP6,27,27,403,134
ENSG00000139323,POC1B,56,49,39,36
ENSG00000259075,POC1B-GALNT4,54,51,40,34
ENSG00000257594,GALNT4,54,50,40,34
ENSG00000070961,ATP2B1,76,63,166,92
