Ensembl,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000006695,61,65,66,7
ENSG00000223510,0,0,0,0
ENSG00000125430,120,111,90,165
ENSG00000109099,5,1,146,44
ENSG00000125409,3,2,1,0
ENSG00000239704,1,2,7,10
ENSG00000259024,4,5,20,11
ENSG00000175106,54,50,80,47
ENSG00000241322,20,23,1,0
ENSG00000251537,7,7,0,1
ENSG00000221926,25,22,0,3
ENSG00000187607,21,24,18,11
ENSG00000255104,0,0,0,2
ENSG00000170425,0,1,5,9
ENSG00000214941,209,208,65,109
ENSG00000011295,144,143,153,111
ENSG00000141027,785,784,471,474
ENSG00000108474,126,111,60,79
ENSG00000166582,188,207,119,89
ENSG00000170315,2673,2537,2719,1561
ENSG00000187688,0,0,0,12
ENSG00000181350,109,87,520,291
ENSG00000141040,0,0,0,9
ENSG00000197566,3,5,0,14
ENSG00000170160,105,90,32,48
ENSG00000266302,41,45,64,33
ENSG00000240505,0,0,0,0
ENSG00000133030,291,255,106,144
ENSG00000179598,26,30,40,17
ENSG00000264187,9,10,0,8
ENSG00000154803,424,360,13,61
ENSG00000141030,1,5,223,83
ENSG00000205309,0,0,0,0
ENSG00000141026,21,6,31,32
ENSG00000108551,19,20,278,31
ENSG00000133027,175,144,424,320
ENSG00000108557,111,80,17,58
ENSG00000072310,1016,899,603,502
ENSG00000175662,53,52,70,52
ENSG00000171962,53,54,0,5
ENSG00000171953,21,19,50,44
ENSG00000141034,79,61,41,17
ENSG00000108591,236,209,204,97
ENSG00000091536,28,26,5,10
ENSG00000091542,30,25,204,134
ENSG00000131899,81,72,29,23
ENSG00000177731,9,15,225,137
ENSG00000177427,16,18,18,34
ENSG00000177302,61,75,80,41
ENSG00000176994,135,121,124,170
ENSG00000176974,1493,1396,1273,1147
ENSG00000214860,23,30,0,3
ENSG00000171916,1,0,4,1
ENSG00000213077,45,41,3,6
ENSG00000189375,0,0,0,0
ENSG00000249459,27,27,9,5
ENSG00000108448,86,88,3,7
ENSG00000171931,43,36,0,1
ENSG00000171928,78,57,119,74
ENSG00000141127,55,40,62,40
ENSG00000154025,148,159,61,44
ENSG00000188522,60,68,130,36
ENSG00000154016,142,144,40,36
ENSG00000189152,18,19,2,3
ENSG00000072134,96,77,23,54
ENSG00000108641,44,36,57,45
ENSG00000166484,9,9,13,22
ENSG00000166482,5,9,98,6
ENSG00000128482,0,0,0,6
ENSG00000142494,281,252,144,339
ENSG00000072210,696,633,1096,1049
ENSG00000180638,6,5,0,0
ENSG00000108602,0,0,28,7
ENSG00000083290,49,56,5,59
ENSG00000108599,119,97,8,13
ENSG00000128487,78,63,11,12
ENSG00000170298,0,0,4,3
ENSG00000214819,0,0,0,0
ENSG00000205212,0,1,2,2
ENSG00000124422,222,240,192,182
ENSG00000109016,8,21,151,59
ENSG00000178307,54,60,69,70
ENSG00000274180,19,31,2,11
ENSG00000034152,224,219,72,123
ENSG00000184185,59,41,0,0
ENSG00000212719,2,2,0,3
ENSG00000256618,7873,8153,2251,1759
ENSG00000109046,269,253,340,162
ENSG00000141068,28,20,27,17
ENSG00000266728,0,0,18,4
ENSG00000168961,4,5,103,56
ENSG00000007171,0,0,0,0
ENSG00000266202,4,0,6,0
ENSG00000232859,20,12,30,15
ENSG00000087095,32,36,34,71
ENSG00000109084,355,306,344,524
ENSG00000109083,259,237,140,120
ENSG00000109079,26,25,294,216
ENSG00000004142,364,340,513,419
ENSG00000244045,81,73,39,72
ENSG00000274529,0,0,0,0
ENSG00000273171,2893,2439,5921,7401
ENSG00000004139,83,66,104,103
ENSG00000109072,8468,7388,18436,17050
ENSG00000076351,223,204,176,168
ENSG00000258472,120,123,23,39
ENSG00000007216,0,0,0,1
ENSG00000109101,0,0,0,0
ENSG00000109103,4,5,180,70
ENSG00000087111,72,61,139,51
ENSG00000109107,267,253,94,275
ENSG00000076382,29,20,3,5
ENSG00000167524,144,139,7,6
ENSG00000007202,220,209,30,25
ENSG00000132581,41,32,178,73
ENSG00000109111,460,408,186,207
ENSG00000167525,0,0,0,1
ENSG00000109113,117,101,69,31
ENSG00000198242,609,572,2859,1128
ENSG00000160606,10,12,17,33
ENSG00000160602,62,304,36,29
ENSG00000076604,71,75,82,54
ENSG00000173065,26,14,188,119
ENSG00000132591,41,41,153,116
ENSG00000132589,229,228,445,290
ENSG00000167536,17,25,157,76
ENSG00000109118,163,137,39,73
ENSG00000179761,901,853,351,794
ENSG00000063015,0,1,0,0
ENSG00000196535,985,865,187,377
ENSG00000221995,589,517,137,284
ENSG00000108255,0,0,0,0
ENSG00000108256,223,236,190,184
ENSG00000160551,345,318,128,181
ENSG00000168792,52,34,14,67
ENSG00000167543,99,94,32,50
ENSG00000108262,23,12,29,27
ENSG00000198720,0,0,0,0
ENSG00000167549,0,0,0,0
ENSG00000141298,51,47,123,50
ENSG00000176927,13,13,1,3
ENSG00000126653,227,180,217,106
ENSG00000108576,36,29,34,7
ENSG00000108578,12,12,105,29
ENSG00000182271,0,0,0,0
ENSG00000108582,233,231,608,285
ENSG00000108587,293,282,169,117
ENSG00000266733,11,12,0,3
ENSG00000176390,134,125,23,45
ENSG00000176208,15,16,15,26
ENSG00000172171,10,13,6,44
ENSG00000184060,69,60,118,49
ENSG00000181481,6,5,4,68
ENSG00000196712,295,266,221,235
ENSG00000126861,1,1,0,0
ENSG00000185862,12,7,36,16
ENSG00000265118,0,0,22,8
ENSG00000126860,5,3,9,10
ENSG00000131242,102,89,3,28
ENSG00000172301,460,431,272,220
ENSG00000108651,159,152,75,28
ENSG00000178691,59,73,90,41
ENSG00000185158,31,29,7,16
ENSG00000126858,9,7,31,39
ENSG00000141314,0,0,0,0
ENSG00000108666,97,112,21,23
ENSG00000010244,288,274,481,172
ENSG00000108671,155,145,330,191
ENSG00000176749,0,0,0,2
ENSG00000176658,33,32,67,38
ENSG00000006042,155,129,135,25
ENSG00000141316,0,1,0,0
ENSG00000108684,0,0,0,0
ENSG00000108691,3,1,321,58
ENSG00000172156,0,0,0,0
ENSG00000108700,0,0,0,0
ENSG00000181374,0,0,0,4
ENSG00000181291,0,2,0,1
ENSG00000132141,4,7,1,12
ENSG00000198783,27,15,15,27
ENSG00000005156,118,123,119,93
ENSG00000092871,152,163,126,159
ENSG00000267618,24,15,34,20
ENSG00000185379,142,127,60,17
ENSG00000073598,0,0,0,0
ENSG00000073536,5,6,3,27
ENSG00000141161,0,0,0,0
ENSG00000164729,0,0,0,0
ENSG00000166750,59,68,143,29
ENSG00000172716,5,3,60,8
ENSG00000172123,11,10,49,6
ENSG00000154760,12,10,10,3
ENSG00000205045,18,25,32,3
ENSG00000236320,0,0,0,2
ENSG00000108733,0,1,14,25
ENSG00000006125,85,102,266,137
ENSG00000270647,32,26,7,21
ENSG00000270885,37,27,4,9
ENSG00000270765,0,0,0,0
ENSG00000271447,0,0,0,2
ENSG00000270806,0,0,0,0
ENSG00000270379,0,0,0,1
ENSG00000271503,56,39,3,21
ENSG00000278023,0,0,0,7
ENSG00000275152,212,191,539,594
ENSG00000276409,279,276,598,406
ENSG00000275688,281,275,736,486
ENSG00000275718,27,30,205,122
ENSG00000274736,12,16,21,19
ENSG00000275385,0,0,1,0
ENSG00000277632,3,0,29,1
ENSG00000275302,0,3,14,7
ENSG00000274808,9,8,0,2
ENSG00000276085,3,2,6,1
ENSG00000276070,1,1,16,1
ENSG00000274933,24,13,1,9
ENSG00000260287,13,8,0,4
ENSG00000274226,18,3,0,7
ENSG00000275954,14,5,1,4
ENSG00000273611,149,127,149,75
ENSG00000278259,94,84,65,79
ENSG00000277161,34,28,8,17
ENSG00000278311,546,485,204,182
ENSG00000278535,3,6,14,22
ENSG00000278619,4,4,4,24
ENSG00000273706,0,0,0,0
ENSG00000275700,4,5,35,25
ENSG00000278540,248,197,79,157
ENSG00000278505,0,0,0,2
ENSG00000276234,77,82,36,10
ENSG00000276023,136,87,99,82
ENSG00000275066,185,166,161,133
ENSG00000278053,94,91,85,71
ENSG00000275410,20,26,1,12
ENSG00000273513,11,6,1,3
ENSG00000274419,15,27,0,5
ENSG00000274512,19,14,0,5
ENSG00000278299,17,14,0,5
ENSG00000278599,10,7,0,2
ENSG00000274611,9,12,0,5
ENSG00000278845,137,115,155,73
ENSG00000277399,1,0,0,3
ENSG00000274211,45,30,4,14
ENSG00000275832,6,6,3,31
ENSG00000277363,111,113,18,18
ENSG00000273604,0,0,1,9
ENSG00000275023,97,107,13,52
ENSG00000277972,437,381,687,700
ENSG00000277258,11,7,61,43
ENSG00000277791,441,371,878,519
ENSG00000276293,43,47,17,78
ENSG00000273559,244,248,26,50
ENSG00000125691,517,489,1828,683
ENSG00000002834,216,212,205,188
ENSG00000161381,22,17,2,3
ENSG00000141748,4,8,1,2
ENSG00000067191,29,32,0,6
ENSG00000108298,935,857,3361,1506
ENSG00000141750,25,22,2,6
ENSG00000108306,142,135,24,26
ENSG00000125686,42,38,30,14
ENSG00000167258,348,321,83,110
ENSG00000171532,5,3,0,0
ENSG00000131771,0,0,0,0
ENSG00000131748,28,18,88,59
ENSG00000173991,0,1,0,1
ENSG00000141744,0,0,0,0
ENSG00000161395,7,13,134,106
ENSG00000141736,183,161,149,68
ENSG00000141741,326,284,291,208
ENSG00000141738,227,203,0,7
ENSG00000161405,95,111,36,31
ENSG00000073605,741,713,15,99
ENSG00000172057,241,222,166,314
ENSG00000167914,20,18,1,3
ENSG00000108344,117,120,296,134
ENSG00000108342,0,0,0,0
ENSG00000008838,92,90,88,64
ENSG00000126351,82,94,24,82
ENSG00000126368,95,99,24,54
ENSG00000188895,124,135,51,92
ENSG00000108349,144,155,142,115
ENSG00000108352,5,2,1,8
ENSG00000171475,192,250,58,103
ENSG00000094804,7,10,34,4
ENSG00000131759,26,20,49,48
ENSG00000183153,0,0,0,0
ENSG00000131747,0,0,122,11
ENSG00000141753,1219,1115,1712,2012
ENSG00000131746,7,8,0,3
ENSG00000126353,0,0,0,0
ENSG00000073584,225,173,324,186
ENSG00000264058,64,50,149,103
ENSG00000213424,0,0,11,34
ENSG00000204897,0,0,0,0
ENSG00000186393,0,0,0,0
ENSG00000171446,0,0,0,0
ENSG00000186395,125,115,307,136
ENSG00000167920,32,32,66,45
ENSG00000187242,0,0,0,0
ENSG00000171431,0,0,0,3
ENSG00000108244,0,2,0,0
ENSG00000196859,0,0,0,0
ENSG00000204889,0,0,0,0
ENSG00000212901,0,0,0,0
ENSG00000212725,0,0,0,0
ENSG00000212724,0,0,0,0
ENSG00000213417,0,0,0,0
ENSG00000198443,0,0,0,0
ENSG00000212659,5,6,0,1
ENSG00000131737,0,0,0,0
ENSG00000094796,0,0,0,0
ENSG00000197079,0,0,0,0
ENSG00000171401,0,0,0,0
ENSG00000171346,13,18,3,4
ENSG00000171345,1,97,98,26
ENSG00000171403,0,0,0,0
ENSG00000186847,0,0,0,0
ENSG00000186832,1,2,0,0
ENSG00000128422,0,0,1,0
ENSG00000173812,920,810,3513,1714
ENSG00000184502,0,0,0,0
ENSG00000173805,71,58,10,22
ENSG00000173801,457,396,269,440
ENSG00000141696,54,33,14,23
ENSG00000141756,18,12,54,23
ENSG00000141698,102,99,131,106
ENSG00000161594,1,1,0,0
ENSG00000178502,0,0,0,0
ENSG00000131473,12,6,140,229
ENSG00000204815,0,0,0,0
ENSG00000173786,51,46,305,211
ENSG00000168259,281,270,234,183
ENSG00000168256,98,99,84,66
ENSG00000187595,36,47,12,11
ENSG00000108771,30,33,13,18
ENSG00000108773,112,92,66,84
ENSG00000267261,71,71,167,51
ENSG00000260325,1,1,8,31
ENSG00000108774,167,170,331,171
ENSG00000089558,0,0,0,1
ENSG00000161610,0,0,0,0
ENSG00000167925,115,84,97,90
ENSG00000173757,56,52,66,80
ENSG00000126561,16,20,69,8
ENSG00000168610,303,274,745,450
ENSG00000177469,248,228,129,152
ENSG00000033627,259,269,121,148
ENSG00000108784,52,44,88,183
ENSG00000108786,26,10,44,13
ENSG00000068120,155,127,165,269
ENSG00000108788,360,346,275,175
ENSG00000131470,58,39,111,87
ENSG00000141699,69,66,175,149
ENSG00000131462,53,57,200,115
ENSG00000037042,227,173,67,27
ENSG00000068137,75,88,5,21
ENSG00000184451,6,4,0,1
ENSG00000108797,12,5,2,12
ENSG00000108799,122,109,3,37
ENSG00000131477,15,18,128,28
ENSG00000131475,101,92,209,109
ENSG00000126562,32,31,4,9
ENSG00000183978,384,345,653,722
ENSG00000176563,103,86,243,205
ENSG00000126581,424,395,483,299
ENSG00000131467,29,25,214,114
ENSG00000131480,0,0,0,0
ENSG00000131471,180,134,167,24
ENSG00000131482,758,694,345,64
ENSG00000108825,31,23,83,28
ENSG00000266967,48,35,83,32
ENSG00000267060,57,41,4,14
ENSG00000198863,47,34,64,20
ENSG00000131469,218,214,915,510
ENSG00000068079,14,17,77,116
ENSG00000108828,84,69,259,475
ENSG00000108830,60,48,0,42
ENSG00000012048,40,37,32,178
ENSG00000188554,189,173,160,250
ENSG00000184988,33,38,22,18
ENSG00000175906,166,160,179,98
ENSG00000067596,21,20,98,50
ENSG00000175832,0,2,1,11
ENSG00000005102,0,0,0,0
ENSG00000167941,0,0,0,0
ENSG00000108861,259,277,376,288
ENSG00000231256,41,49,4,9
ENSG00000161647,0,0,6,24
ENSG00000161649,9,13,2,5
ENSG00000108852,0,0,0,3
ENSG00000108849,0,0,0,0
ENSG00000131096,1,2,0,0
ENSG00000161653,114,87,98,92
ENSG00000091947,51,44,70,68
ENSG00000161654,77,62,171,95
ENSG00000141349,26,18,120,23
ENSG00000108840,17,6,87,71
ENSG00000125319,0,0,0,0
ENSG00000161664,9,11,0,1
ENSG00000168591,129,123,126,80
ENSG00000087152,160,138,41,28
ENSG00000108312,142,144,138,77
ENSG00000004939,31,46,3,12
ENSG00000108309,24,27,3,7
ENSG00000013306,259,228,473,231
ENSG00000030582,128,121,1276,506
ENSG00000161682,0,0,0,2
ENSG00000005961,9,11,4,1
ENSG00000186566,189,186,134,70
ENSG00000180340,0,0,0,0
ENSG00000180336,26,34,1,18
ENSG00000180329,35,39,32,41
ENSG00000161692,33,42,5,1
ENSG00000073670,0,0,0,0
ENSG00000182963,47,47,7,7
ENSG00000131097,0,0,0,0
ENSG00000108883,68,79,255,71
ENSG00000167131,0,1,2,1
ENSG00000214447,0,1,0,1
ENSG00000131095,6,2,0,1
ENSG00000186185,28,36,19,7
ENSG00000131094,0,0,0,0
ENSG00000172992,33,35,38,55
ENSG00000136448,324,278,253,169
ENSG00000161714,44,45,4,18
ENSG00000181513,53,38,120,99
ENSG00000186834,41,39,29,58
ENSG00000168517,1,0,3,30
ENSG00000184922,35,34,3,23
ENSG00000184361,1,3,0,0
ENSG00000006062,31,22,10,23
ENSG00000159314,11,14,29,11
ENSG00000225190,116,81,51,26
ENSG00000120088,0,0,0,0
ENSG00000186868,7,6,3,4
ENSG00000120071,193,178,33,39
ENSG00000228696,42,36,14,17
ENSG00000176681,70,55,13,25
ENSG00000238083,209,209,63,89
ENSG00000185829,106,96,52,49
ENSG00000073969,84,60,55,48
ENSG00000108379,30,27,6,18
ENSG00000158955,24,16,0,1
ENSG00000108433,187,126,236,33
ENSG00000262633,27,19,112,9
ENSG00000179673,0,0,0,0
ENSG00000004897,190,151,295,160
ENSG00000198336,0,0,0,0
ENSG00000259207,11,14,34,22
ENSG00000259753,22,13,26,17
ENSG00000178852,67,44,7,6
ENSG00000141279,2088,1974,581,597
ENSG00000108424,176,184,380,390
ENSG00000198933,0,0,0,11
ENSG00000006025,23,18,2,23
ENSG00000159111,21,22,155,45
ENSG00000141294,7,5,5,3
ENSG00000141295,93,74,95,75
ENSG00000189120,0,0,0,0
ENSG00000167182,36,37,7,16
ENSG00000108439,233,199,210,145
ENSG00000167183,62,61,1,0
ENSG00000108465,523,425,286,209
ENSG00000005243,121,118,122,101
ENSG00000082641,402,372,176,297
ENSG00000108468,1,0,17,29
ENSG00000002919,167,163,103,31
ENSG00000141293,66,46,56,90
ENSG00000120094,0,0,0,0
ENSG00000173917,0,0,2,4
ENSG00000120093,0,0,17,2
ENSG00000182742,0,0,13,5
ENSG00000120075,47,44,4,1
ENSG00000108511,58,53,17,5
ENSG00000260027,14,11,1,6
ENSG00000120068,0,0,0,0
ENSG00000170689,0,0,0,0
ENSG00000229637,0,0,0,0
ENSG00000159184,1,1,1,3
ENSG00000170703,4,0,0,2
ENSG00000136436,826,792,468,262
ENSG00000159199,226,184,432,375
ENSG00000159202,67,50,170,109
ENSG00000159210,101,93,172,122
ENSG00000159224,0,0,0,0
ENSG00000159217,10,14,1,4
ENSG00000167080,29,28,2,12
ENSG00000167083,0,0,6,11
ENSG00000108798,0,0,101,26
ENSG00000173868,1,0,0,0
ENSG00000198740,184,157,52,190
ENSG00000167085,369,367,599,451
ENSG00000064300,0,0,91,62
ENSG00000182575,0,0,0,1
ENSG00000121067,80,94,185,124
ENSG00000121073,68,79,471,202
ENSG00000121104,17,28,9,40
ENSG00000136504,179,176,104,95
ENSG00000176358,2,1,0,1
ENSG00000108813,0,0,0,0
ENSG00000064195,0,0,0,0
ENSG00000005884,143,123,6,11
ENSG00000005882,527,469,90,126
ENSG00000167100,407,350,43,93
ENSG00000108819,71,54,16,25
ENSG00000108823,0,0,0,1
ENSG00000108821,10,11,218,133
ENSG00000167105,12,6,0,0
ENSG00000015532,12,12,13,42
ENSG00000108826,181,184,270,167
ENSG00000154920,66,38,116,26
ENSG00000108829,81,54,765,262
ENSG00000167107,280,215,15,54
ENSG00000136457,288,260,0,13
ENSG00000136444,17,14,172,71
ENSG00000136449,22,19,0,3
ENSG00000049283,0,0,0,0
ENSG00000006282,369,341,16,93
ENSG00000006283,3,0,0,0
ENSG00000108846,466,406,412,366
ENSG00000154945,37,34,76,98
ENSG00000108848,731,626,256,333
ENSG00000141232,415,449,279,261
ENSG00000008294,525,479,238,249
ENSG00000239672,60,69,670,307
ENSG00000011052,210,225,1346,760
ENSG00000243678,191,197,1074,651
ENSG00000011258,132,104,35,63
ENSG00000011260,92,61,119,51
ENSG00000141198,243,251,229,127
ENSG00000166260,187,214,332,225
ENSG00000166263,39,46,12,23
ENSG00000108924,90,92,97,192
ENSG00000108960,54,66,115,43
ENSG00000166292,1,0,18,11
ENSG00000141179,169,132,406,278
ENSG00000153930,0,0,0,0
ENSG00000183691,1,131,0,0
ENSG00000214226,1,2,4,13
ENSG00000153933,50,29,73,60
ENSG00000121060,65,43,26,75
ENSG00000121058,18,21,31,64
ENSG00000121064,77,77,117,101
ENSG00000121057,326,325,250,172
ENSG00000153944,175,153,64,50
ENSG00000181610,86,91,167,57
ENSG00000180891,5,5,15,17
ENSG00000136451,190,176,115,68
ENSG00000266086,4,7,43,19
ENSG00000136450,80,76,243,181
ENSG00000264364,174,173,134,96
ENSG00000011143,0,0,40,19
ENSG00000167419,20,18,2,7
ENSG00000005381,0,0,0,0
ENSG00000005379,20,7,30,23
ENSG00000213246,125,76,213,180
ENSG00000108375,62,53,6,39
ENSG00000176160,0,0,0,0
ENSG00000108389,442,365,226,323
ENSG00000108387,155,106,226,87
ENSG00000181013,0,0,0,0
ENSG00000121101,17,15,0,3
ENSG00000108384,52,44,120,40
ENSG00000175175,16,12,51,1
ENSG00000108395,125,100,112,44
ENSG00000182628,52,44,162,79
ENSG00000068489,79,99,28,13
ENSG00000265303,0,0,22,14
ENSG00000167447,1,3,20,20
ENSG00000153982,24,23,4,3
ENSG00000175155,103,99,213,82
ENSG00000108406,36,26,28,40
ENSG00000141367,354,303,1091,707
ENSG00000141378,8,11,125,36
ENSG00000062716,90,88,507,280
ENSG00000108423,44,40,13,35
ENSG00000108443,204,190,55,49
ENSG00000267318,25,22,2,11
ENSG00000189050,13,12,166,62
ENSG00000068097,8,12,3,7
ENSG00000167434,0,0,0,0
ENSG00000170832,62,94,49,98
ENSG00000141371,0,0,0,0
ENSG00000062725,47,51,112,69
ENSG00000170836,11,4,27,53
ENSG00000141376,78,63,15,34
ENSG00000121068,11,6,5,3
ENSG00000121075,0,4,0,0
ENSG00000253506,25,37,76,31
ENSG00000136492,26,29,4,10
ENSG00000108506,6,10,49,13
ENSG00000108510,430,401,185,234
ENSG00000270033,5,5,5,1
ENSG00000172421,0,0,0,1
ENSG00000087995,72,61,30,13
ENSG00000146872,27,29,31,44
ENSG00000011028,0,3,7,7
ENSG00000173838,0,0,0,0
ENSG00000170921,7,4,38,10
ENSG00000008283,21,18,98,42
ENSG00000159640,31,31,6,7
ENSG00000264813,17,15,2,1
ENSG00000173826,10,11,0,2
ENSG00000136485,376,341,446,145
ENSG00000136463,342,361,246,233
ENSG00000198909,38,42,28,29
ENSG00000136490,145,109,56,24
ENSG00000266173,24,28,4,21
ENSG00000125695,39,40,66,32
ENSG00000108588,175,126,936,544
ENSG00000198231,51,43,72,118
ENSG00000108592,60,63,43,57
ENSG00000087191,433,388,459,349
ENSG00000108604,71,65,100,189
ENSG00000213218,0,0,0,0
ENSG00000259384,0,0,0,0
ENSG00000007312,71,70,30,17
ENSG00000007314,0,0,0,0
ENSG00000224383,9,4,72,18
ENSG00000108622,6,5,156,18
ENSG00000178607,126,109,20,24
ENSG00000136478,31,28,123,42
ENSG00000261371,115,88,76,57
ENSG00000271605,39,32,23,12
ENSG00000256525,19,22,3,7
ENSG00000108654,730,694,2065,742
ENSG00000258890,96,94,74,70
ENSG00000108854,47,41,10,22
ENSG00000176809,51,36,16,23
ENSG00000120063,21,19,90,115
ENSG00000108370,1,1,0,0
ENSG00000168646,8,4,13,6
ENSG00000266076,8,4,1,0
ENSG00000154240,35,54,23,12
ENSG00000091583,9885,9383,22153,17289
ENSG00000154229,306,238,129,54
ENSG00000075461,0,0,0,0
ENSG00000198265,190,162,202,228
ENSG00000197170,66,99,282,134
ENSG00000154217,82,52,9,36
ENSG00000130935,27,34,107,55
ENSG00000171634,688,621,223,317
ENSG00000186665,3,1,63,38
ENSG00000182481,14,9,114,73
ENSG00000196704,148,101,26,62
ENSG00000141337,47,48,20,37
ENSG00000108932,1,3,8,2
ENSG00000070540,40,33,26,47
ENSG00000108946,415,416,791,449
ENSG00000108950,303,310,241,257
ENSG00000141338,610,579,175,134
ENSG00000154258,294,285,48,93
ENSG00000154262,898,866,243,385
ENSG00000154263,57,73,42,21
ENSG00000154265,274,244,309,114
ENSG00000108984,1,3,22,2
ENSG00000153822,8,9,5,1
ENSG00000123700,11,14,1,0
ENSG00000125398,9,12,6,28
ENSG00000133195,71,58,109,94
ENSG00000180616,63,88,27,12
ENSG00000166685,68,44,88,72
ENSG00000133193,102,83,64,75
ENSG00000141219,2,2,26,26
ENSG00000187959,0,0,0,0
ENSG00000179604,4,1,151,60
ENSG00000069188,3,2,1,1
ENSG00000172809,541,475,1482,766
ENSG00000141540,0,0,0,5
ENSG00000196169,12,11,2,1
ENSG00000204347,0,0,0,0
ENSG00000257008,0,0,0,0
ENSG00000170412,435,330,205,364
ENSG00000167851,0,1,41,11
ENSG00000178789,0,0,0,0
ENSG00000167850,0,0,46,3
ENSG00000204345,0,0,0,0
ENSG00000186407,6,1,0,2
ENSG00000172794,7,4,18,39
ENSG00000186074,2,3,2,0
ENSG00000109062,575,487,1039,691
ENSG00000109065,30,21,139,41
ENSG00000109066,14,13,33,41
ENSG00000161509,1,0,0,1
ENSG00000161513,25,17,25,17
ENSG00000172782,14,22,47,26
ENSG00000182040,0,0,0,0
ENSG00000183034,0,0,0,0
ENSG00000182938,0,0,0,0
ENSG00000167861,102,103,32,20
ENSG00000109089,0,0,0,0
ENSG00000167862,80,85,135,114
ENSG00000180901,121,77,182,188
ENSG00000167863,505,431,657,543
ENSG00000170190,0,1,16,10
ENSG00000125449,46,52,13,19
ENSG00000125458,45,33,41,54
ENSG00000189159,116,115,387,118
ENSG00000188612,281,284,960,465
ENSG00000125450,248,236,117,70
ENSG00000125447,20,16,46,30
ENSG00000125445,139,123,305,209
ENSG00000125457,37,36,149,43
ENSG00000125454,6,5,12,17
ENSG00000177885,232,215,253,213
ENSG00000177728,305,280,176,129
ENSG00000177303,66,48,82,52
ENSG00000182173,33,37,85,78
ENSG00000073350,424,390,70,153
ENSG00000266714,149,138,18,23
ENSG00000108469,144,107,0,21
ENSG00000204323,6,12,1,3
ENSG00000259120,15,17,12,0
ENSG00000161526,183,211,47,58
ENSG00000132470,4,6,102,8
ENSG00000108479,122,86,414,287
ENSG00000132475,425,438,1108,611
ENSG00000132478,39,35,109,10
ENSG00000092929,33,26,30,16
ENSG00000132471,383,351,424,223
ENSG00000132481,6,7,64,44
ENSG00000141569,34,20,36,25
ENSG00000204316,230,191,136,109
ENSG00000267426,212,182,134,105
ENSG00000188878,0,0,0,2
ENSG00000161533,790,750,474,412
ENSG00000257949,60,53,95,110
ENSG00000261408,233,209,106,120
ENSG00000250506,182,163,8,9
ENSG00000167880,1,0,0,0
ENSG00000167881,39,56,222,112
ENSG00000186919,169,150,42,51
ENSG00000182687,0,0,0,0
ENSG00000182473,397,357,107,107
ENSG00000129654,0,0,0,0
ENSG00000141576,39,41,9,22
ENSG00000185262,47,64,6,16
ENSG00000129646,39,27,0,1
