Ensembl,Disease_1,Disease_2,Disease_3
ENSG00000054938,15,12,15
ENSG00000166439,57,56,117
ENSG00000166435,60,59,195
ENSG00000118363,320,317,373
ENSG00000162139,22,27,25
ENSG00000137491,1158,992,396
ENSG00000261594,0,0,0
ENSG00000137486,19,38,13
ENSG00000149273,1660,1375,2136
ENSG00000149243,10,1,6
ENSG00000158555,48,44,6
ENSG00000149257,118,107,311
ENSG00000171533,0,0,22
ENSG00000166391,486,423,0
ENSG00000062282,1774,1510,1262
ENSG00000198382,66,55,102
ENSG00000085741,30,24,0
ENSG00000137492,57,63,67
ENSG00000179240,34,29,37
ENSG00000158636,72,57,82
ENSG00000137507,24,16,0
ENSG00000182704,801,677,202
ENSG00000078124,140,117,74
ENSG00000198488,13,10,12
ENSG00000149260,214,181,171
ENSG00000254550,0,0,2
ENSG00000137474,132,93,95
ENSG00000178795,8,4,3
ENSG00000149269,59,56,43
ENSG00000074201,275,233,178
ENSG00000178301,90,83,53
ENSG00000048649,184,152,218
ENSG00000087884,148,107,178
ENSG00000149262,31,23,66
ENSG00000151364,865,758,804
ENSG00000259112,831,720,765
ENSG00000151365,2197,1876,81
ENSG00000151366,1474,1264,1385
ENSG00000159063,168,132,371
ENSG00000188997,134,115,68
ENSG00000118369,18,6,63
ENSG00000033327,52,29,134
ENSG00000137513,29,29,48
ENSG00000149256,0,0,0
ENSG00000182103,0,1,0
ENSG00000137509,248,306,297
ENSG00000165490,3,2,3
ENSG00000137502,24,28,17
ENSG00000165494,135,107,97
ENSG00000137494,11,9,12
ENSG00000137500,294,257,164
ENSG00000150672,32,28,0
ENSG00000171204,78,73,55
ENSG00000171202,125,85,46
ENSG00000137504,63,45,83
ENSG00000179071,2,3,0
ENSG00000137501,90,56,37
ENSG00000073921,179,168,98
ENSG00000074266,12,7,22
ENSG00000149196,52,42,38
ENSG00000149201,7,3,6
ENSG00000151376,9,4,7
ENSG00000150687,145,106,37
ENSG00000174804,132,121,13
ENSG00000166575,87,56,107
ENSG00000123892,0,0,0
ENSG00000109861,95,98,57
ENSG00000168959,0,0,0
ENSG00000077498,1,0,0
ENSG00000086991,18,11,10
ENSG00000189253,0,0,3
ENSG00000204450,0,0,0
ENSG00000204449,0,0,0
ENSG00000077616,6,5,1
ENSG00000110172,35,28,60
ENSG00000165323,5,3,18
ENSG00000180773,25,19,24
ENSG00000165325,1,0,7
ENSG00000166002,293,248,370
ENSG00000166004,54,53,109
ENSG00000166012,211,151,140
ENSG00000182919,695,573,210
ENSG00000042429,51,51,74
ENSG00000214376,0,0,0
ENSG00000181333,0,0,0
ENSG00000110218,4,5,24
ENSG00000123901,4,2,8
ENSG00000020922,45,42,51
ENSG00000168876,29,21,18
ENSG00000134627,0,0,2
ENSG00000196371,8,9,10
ENSG00000166025,247,168,140
ENSG00000150316,175,131,119
ENSG00000186280,7,4,0
ENSG00000263465,79,80,25
ENSG00000149218,26,17,7
ENSG00000149212,65,60,7
ENSG00000077458,105,64,17
ENSG00000166037,287,256,130
ENSG00000087053,20,21,44
ENSG00000184384,19,15,8
ENSG00000149231,53,33,78
ENSG00000183340,23,20,11
ENSG00000149972,0,0,0
ENSG00000165895,37,28,9
ENSG00000170647,34,29,0
ENSG00000082175,6,2,2
ENSG00000137672,0,1,0
ENSG00000110318,20,17,24
ENSG00000137691,9,3,16
ENSG00000137693,65,61,81
ENSG00000023445,118,110,164
ENSG00000110330,138,110,150
ENSG00000152558,1128,903,1203
ENSG00000137673,10,2,12
ENSG00000137674,0,0,0
ENSG00000118113,0,0,0
ENSG00000166670,0,0,0
ENSG00000196611,0,7,5
ENSG00000149968,0,0,0
ENSG00000262406,0,0,28
ENSG00000137745,1,0,1
ENSG00000137692,29,21,54
ENSG00000187240,3,4,0
ENSG00000170962,2,0,3
ENSG00000170967,0,0,0
ENSG00000196954,142,133,81
ENSG00000137757,1,0,0
ENSG00000137752,70,80,10
ENSG00000204397,34,32,3
ENSG00000255501,0,0,0
ENSG00000152578,0,1,1
ENSG00000170903,21,15,29
ENSG00000182359,15,16,15
ENSG00000149313,93,72,78
ENSG00000152402,7,9,20
ENSG00000152404,106,101,130
ENSG00000137760,12,10,0
ENSG00000110675,10,7,11
ENSG00000170290,0,0,0
ENSG00000110660,4,0,3
ENSG00000179331,0,0,1
ENSG00000166266,184,161,145
ENSG00000075239,2744,2225,679
ENSG00000149308,70,59,51
ENSG00000149311,203,182,167
ENSG00000166323,20,17,2
ENSG00000178202,25,29,19
ENSG00000110723,173,172,58
ENSG00000178105,86,58,108
ENSG00000149289,56,33,43
ENSG00000137710,333,285,201
ENSG00000137714,517,420,114
ENSG00000137727,6,8,2
ENSG00000150750,0,0,0
ENSG00000214290,0,0,63
ENSG00000110777,14,9,49
ENSG00000183644,3,5,5
ENSG00000204381,11,7,4
ENSG00000170145,440,360,331
ENSG00000137713,573,494,482
ENSG00000086848,74,59,96
ENSG00000258529,59,51,75
ENSG00000255561,11,15,19
ENSG00000137720,184,160,28
ENSG00000109846,20,19,4
ENSG00000170276,0,0,0
ENSG00000254445,77,49,3
ENSG00000149300,77,49,3
ENSG00000150764,44,41,18
ENSG00000150768,60,48,77
ENSG00000150773,15,12,22
ENSG00000150776,59,50,110
ENSG00000150779,322,244,378
ENSG00000204370,314,260,44
ENSG00000255292,93,67,5
ENSG00000150782,9,9,4
ENSG00000150783,0,0,0
ENSG00000197580,467,351,12
ENSG00000150787,216,205,80
ENSG00000188771,0,0,0
ENSG00000149294,12,15,0
ENSG00000149292,21,22,20
ENSG00000170209,1,2,1
ENSG00000149295,0,0,0
ENSG00000166682,2,1,0
ENSG00000086827,32,28,14
ENSG00000048028,38,48,25
ENSG00000149305,3,4,1
ENSG00000166736,0,0,0
ENSG00000109906,421,328,97
ENSG00000166741,9426,7848,1736
ENSG00000180425,214,150,149
ENSG00000076053,191,151,149
ENSG00000255663,38,44,2
ENSG00000076043,162,136,41
ENSG00000204361,0,0,0
ENSG00000182985,416,336,138
ENSG00000137656,66,47,39
ENSG00000109917,871,12279,720
ENSG00000110243,4087,3293,903
ENSG00000110244,59,48,89
ENSG00000110245,96150,78871,33290
ENSG00000118137,139437,113778,91297
ENSG00000160584,165,145,183
ENSG00000168092,212,181,199
ENSG00000149577,295,261,134
ENSG00000149591,211,161,35
ENSG00000160613,318,242,263
ENSG00000167257,74,55,76
ENSG00000186318,205,153,206
ENSG00000110274,63,48,59
ENSG00000177103,2,4,4
ENSG00000137731,65,60,343
ENSG00000137726,152,124,319
ENSG00000255245,66,58,273
ENSG00000137747,0,0,0
ENSG00000110324,44,39,75
ENSG00000137648,16,14,20
ENSG00000177098,0,0,0
ENSG00000149575,9,5,5
ENSG00000160593,86,64,365
ENSG00000160588,60,46,129
ENSG00000149573,61,59,227
ENSG00000198851,19,14,30
ENSG00000167286,8,8,45
ENSG00000160654,18,17,36
ENSG00000110344,469,396,423
ENSG00000167283,1168,923,654
ENSG00000118058,279,226,510
ENSG00000172425,1279,1028,0
ENSG00000149582,72,51,1
ENSG00000118096,29,29,33
ENSG00000095139,247,215,262
ENSG00000019144,39,34,66
ENSG00000118094,41,39,12
ENSG00000110367,232,187,209
ENSG00000160683,12,16,41
ENSG00000186174,63,55,127
ENSG00000110375,1,0,0
ENSG00000186166,167,142,204
ENSG00000118181,835,718,760
ENSG00000196655,347,273,329
ENSG00000137700,1021,812,632
ENSG00000149428,372,299,426
ENSG00000160695,34,27,52
ENSG00000256269,213,186,116
ENSG00000188486,7,4,30
ENSG00000172269,147,112,89
ENSG00000172375,44,33,32
ENSG00000172273,79,67,78
ENSG00000172350,0,0,3
ENSG00000160703,90,72,68
ENSG00000172367,0,0,0
ENSG00000248712,7,10,3
ENSG00000110395,66,67,79
ENSG00000076706,44,34,34
ENSG00000173456,189,153,238
ENSG00000223953,7,14,5
ENSG00000036672,82,66,15
ENSG00000154096,28,20,37
ENSG00000110400,13,14,126
ENSG00000137699,11,22,1
ENSG00000184232,2093,1694,1104
ENSG00000137709,4,3,3
ENSG00000181264,8,8,19
ENSG00000196914,398,327,329
ENSG00000149403,0,0,4
ENSG00000154114,79,65,83
ENSG00000109927,3,2,13
ENSG00000109929,1396,1166,191
ENSG00000137642,831,685,437
ENSG00000154127,8,8,2
ENSG00000109943,4,2,23
ENSG00000109944,4,1,4
ENSG00000109971,1321,1107,1148
ENSG00000166250,6,5,2
ENSG00000023171,2,5,13
ENSG00000166257,13,8,7
ENSG00000166261,10,6,15
ENSG00000110002,45,35,1
ENSG00000197849,0,0,1
ENSG00000255298,0,0,2
ENSG00000204293,0,0,3
ENSG00000196661,0,0,2
ENSG00000197125,0,0,0
ENSG00000196119,0,0,0
ENSG00000154143,0,0,0
ENSG00000154144,460,387,387
ENSG00000110013,111,113,106
ENSG00000064199,18,8,23
ENSG00000154146,3,1,4
ENSG00000019102,40,40,4
ENSG00000149564,29,25,0
ENSG00000120458,23,15,3
ENSG00000154134,9,4,0
ENSG00000154133,8,9,7
ENSG00000165478,57,258,12
ENSG00000221932,39,35,8
ENSG00000149548,9,8,32
ENSG00000134955,67,58,29
ENSG00000150433,31,25,15
ENSG00000165495,2,0,2
ENSG00000149557,22,26,6
ENSG00000149547,1443,1281,419
ENSG00000134910,293,217,322
ENSG00000149554,19,16,34
ENSG00000134940,0,0,0
ENSG00000196844,6,5,13
ENSG00000237353,5,4,1
ENSG00000198331,3,4,37
ENSG00000110060,158,137,45
ENSG00000109832,29,21,7
ENSG00000064309,21,16,24
ENSG00000165526,79,53,48
ENSG00000197798,61,52,31
ENSG00000182934,624,480,224
ENSG00000110074,411,338,169
ENSG00000150455,59,46,31
ENSG00000110063,319,219,204
ENSG00000110080,77,59,34
ENSG00000149571,5,5,10
ENSG00000134954,66,48,16
ENSG00000151702,25,23,7
ENSG00000120457,23,18,27
ENSG00000174370,0,0,0
ENSG00000120471,4,1,1
ENSG00000134909,78,81,76
ENSG00000043039,2,2,10
ENSG00000151715,317,268,150
ENSG00000170322,114,78,100
ENSG00000170325,15,14,23
ENSG00000084234,1341,1134,1450
ENSG00000149418,121,99,13
ENSG00000196323,67,77,105
ENSG00000134917,16,17,0
ENSG00000166106,0,0,0
ENSG00000120451,101,102,66
ENSG00000182667,1,1,0
ENSG00000183715,0,0,0
ENSG00000080854,0,0,0
ENSG00000166086,28,16,21
ENSG00000151503,95,66,26
ENSG00000151502,258,184,134
ENSG00000151500,133,117,105
ENSG00000151498,135,112,67
ENSG00000166105,9,6,7
ENSG00000149328,7,4,9
ENSG00000109956,1,6,2
ENSG00000261456,0,5,9
ENSG00000015171,122,119,263
ENSG00000151240,144,121,73
ENSG00000180525,83,59,5
ENSG00000107929,276,220,438
ENSG00000107937,64,54,153
ENSG00000148377,6,3,17
ENSG00000067064,1263,1105,952
ENSG00000047056,133,103,68
ENSG00000185736,0,3,4
ENSG00000067057,14,4,4
ENSG00000107959,206,189,280
ENSG00000067082,1252,1048,1609
ENSG00000165568,11,10,0
ENSG00000151632,1364,1181,741
ENSG00000187134,1957,1671,1219
ENSG00000196139,745,617,1307
ENSG00000198610,2765,2325,1845
ENSG00000178462,0,0,0
ENSG00000173848,90,83,308
ENSG00000196372,373,287,23
ENSG00000108021,111,78,77
ENSG00000057608,536,408,586
ENSG00000134461,22,11,50
ENSG00000134452,111,91,183
ENSG00000134470,92,74,56
ENSG00000134460,3,0,27
ENSG00000134453,199,171,292
ENSG00000170525,32,34,55
ENSG00000065675,4,0,2
ENSG00000198879,25,12,5
ENSG00000123243,59,47,36
ENSG00000151655,4684,3832,5573
ENSG00000151657,101,140,117
ENSG00000165629,742,646,745
ENSG00000165632,12,15,106
ENSG00000107485,8,8,3
ENSG00000048740,48,43,39
ENSG00000148429,128,97,405
ENSG00000134463,766,631,195
ENSG00000148426,138,117,183
ENSG00000151461,100,89,273
ENSG00000181192,874,698,588
ENSG00000065665,48,55,130
ENSG00000165609,350,330,247
ENSG00000151465,88,74,203
ENSG00000183049,168,155,174
ENSG00000151468,23,32,4
ENSG00000123240,441,423,842
ENSG00000065328,0,1,14
ENSG00000107537,2184,1804,1662
ENSG00000086475,120,108,169
ENSG00000165626,89,63,52
ENSG00000165630,41,30,48
ENSG00000282246,44,25,91
ENSG00000151474,117,120,303
ENSG00000065809,321,256,467
ENSG00000185267,43,34,8
ENSG00000187522,55,34,36
ENSG00000152455,14,9,37
ENSG00000152457,20,25,42
ENSG00000197889,1,0,5
ENSG00000152463,12,9,11
ENSG00000176244,28,19,16
ENSG00000152464,66,61,90
ENSG00000152465,191,148,202
ENSG00000148468,32,39,1
ENSG00000077943,9,4,8
ENSG00000148481,54,50,38
ENSG00000165983,47,27,55
ENSG00000165985,0,0,0
ENSG00000148484,94,87,120
ENSG00000107611,4,2,5
ENSG00000107614,3,1,13
ENSG00000026025,214,174,243
ENSG00000148488,8,6,1
ENSG00000165996,13,6,11
ENSG00000136738,37,25,46
ENSG00000148483,25,22,25
ENSG00000260314,222,193,38
ENSG00000148482,0,0,0
ENSG00000165995,64,64,40
ENSG00000241058,202,172,191
ENSG00000165997,154,143,509
ENSG00000204740,0,0,0
ENSG00000120594,51,42,12
ENSG00000078114,11,13,12
ENSG00000204682,43,46,67
ENSG00000180592,16,9,10
ENSG00000078403,58,57,83
ENSG00000136770,219,175,729
ENSG00000148444,255,188,299
ENSG00000269897,100,83,136
ENSG00000168283,132,107,454
ENSG00000077327,0,0,0
ENSG00000150867,75,53,62
ENSG00000165309,0,0,0
ENSG00000148450,411,380,860
ENSG00000179133,0,1,0
ENSG00000165312,18,15,18
ENSG00000120549,167,153,239
ENSG00000107863,124,101,273
ENSG00000099256,5,3,37
ENSG00000151023,1,4,3
ENSG00000185875,92,89,68
ENSG00000151025,0,3,5
ENSG00000095777,0,0,1
ENSG00000077420,29,21,62
ENSG00000148459,19,24,26
ENSG00000136754,178,153,250
ENSG00000107890,102,97,212
ENSG00000136758,664,574,990
ENSG00000120539,42,35,35
ENSG00000107897,247,184,160
ENSG00000182077,0,0,0
ENSG00000099246,227,164,281
ENSG00000150051,2,1,0
ENSG00000169126,0,0,0
ENSG00000150054,7,8,15
ENSG00000095787,355,289,640
ENSG00000095739,51,45,62
ENSG00000120563,1,0,0
ENSG00000197321,113,117,271
ENSG00000165757,55,37,200
ENSG00000107951,107,98,90
ENSG00000107968,18,12,103
ENSG00000183621,12,10,5
ENSG00000148516,119,68,78
ENSG00000165322,92,77,202
ENSG00000170759,128,107,335
ENSG00000120616,164,125,224
ENSG00000216937,5,9,14
ENSG00000150093,714,596,1760
ENSG00000099250,259,185,681
ENSG00000148498,175,131,305
ENSG00000108094,42,37,105
ENSG00000095794,140,128,164
ENSG00000108100,165,143,324
ENSG00000177291,0,0,0
ENSG00000177283,2,2,15
ENSG00000148513,9,7,10
ENSG00000256892,6,17,2
ENSG00000198105,11,6,24
ENSG00000175395,9,5,7
ENSG00000189180,317,256,300
ENSG00000075407,113,96,270
ENSG00000196693,106,101,81
ENSG00000165733,132,123,134
ENSG00000165731,5,7,5
ENSG00000169826,81,72,33
ENSG00000198915,3,0,0
ENSG00000150201,0,0,0
ENSG00000169813,416,365,218
ENSG00000243660,13,9,0
ENSG00000196793,0,0,0
ENSG00000198298,4,3,2
ENSG00000169740,137,116,87
ENSG00000277288,0,0,0
ENSG00000107562,528,466,306
ENSG00000187783,0,0,23
ENSG00000107551,241,189,664
ENSG00000165507,259,220,475
ENSG00000165512,157,116,138
ENSG00000256574,0,0,0
ENSG00000012779,8,5,12
ENSG00000165406,202,149,96
ENSG00000172671,36,17,4
ENSG00000172661,134,126,157
ENSG00000188234,41,36,38
ENSG00000265354,429,388,419
ENSG00000266412,1004,857,795
ENSG00000263639,0,0,8
ENSG00000264230,1,2,1
ENSG00000204174,0,0,0
ENSG00000204175,0,0,0
ENSG00000204176,23,22,165
ENSG00000204179,0,0,0
ENSG00000266524,0,0,0
ENSG00000263761,3,0,0
ENSG00000265203,0,0,0
ENSG00000265763,0,0,0
ENSG00000265190,7,7,0
ENSG00000189090,1,2,0
ENSG00000204172,58,47,63
ENSG00000277758,13,5,54
ENSG00000170324,0,0,4
ENSG00000107643,94,88,162
ENSG00000128805,20,11,22
ENSG00000128815,7,2,6
ENSG00000165633,61,33,38
ENSG00000204161,0,2,20
ENSG00000177354,0,1,0
ENSG00000165606,0,0,0
ENSG00000225830,66,46,45
ENSG00000178645,2,1,4
ENSG00000197444,1242,1054,0
ENSG00000227345,29,28,30
ENSG00000204152,106,55,84
ENSG00000204149,67,52,45
ENSG00000099290,135,101,187
ENSG00000188611,24,18,15
ENSG00000198964,106,66,42
ENSG00000204147,98,74,27
ENSG00000148584,1682,1450,965
ENSG00000185532,4,3,0
ENSG00000177613,18,20,36
ENSG00000107984,0,0,2
ENSG00000165471,451,359,446
ENSG00000150275,0,0,3
ENSG00000249860,21,52,5
ENSG00000122952,1,1,32
ENSG00000151151,80,71,36
ENSG00000122873,214,187,171
ENSG00000072401,32,41,33
ENSG00000108064,101,92,105
ENSG00000122870,13,22,100
ENSG00000165443,21,20,42
ENSG00000148541,3,2,43
ENSG00000165449,5,5,0
ENSG00000227877,8,3,2
ENSG00000108091,84,64,66
ENSG00000151150,56,48,14
ENSG00000170312,0,0,20
ENSG00000072422,22,32,12
ENSG00000196932,5,9,0
ENSG00000183346,0,0,0
ENSG00000150347,27,31,34
ENSG00000182010,2,1,10
ENSG00000138311,0,0,0
ENSG00000181915,34,20,17
ENSG00000122877,45,39,8
ENSG00000148572,158,124,50
ENSG00000171988,269,256,129
ENSG00000165476,156,132,70
ENSG00000183230,10,7,0
ENSG00000198739,6,6,0
ENSG00000108176,108,95,10
ENSG00000096717,68,51,80
ENSG00000148634,236,195,211
ENSG00000138347,7,4,1
ENSG00000179774,0,0,0
ENSG00000108187,906,723,215
ENSG00000096746,96,96,94
ENSG00000204130,71,57,60
ENSG00000138346,7,4,3
ENSG00000122912,244,181,109
ENSG00000138336,6,2,5
ENSG00000060339,111,91,231
ENSG00000165730,0,0,0
ENSG00000107625,82,70,124
ENSG00000165732,221,163,312
ENSG00000198954,33,22,47
ENSG00000122862,237,169,146
ENSG00000122958,112,70,95
ENSG00000156502,68,45,23
ENSG00000156510,3,11,17
ENSG00000156515,32,20,68
ENSG00000075073,0,0,0
ENSG00000099282,7,5,5
ENSG00000171224,3,6,6
ENSG00000197467,0,0,0
ENSG00000099284,34,19,55
ENSG00000042286,136,98,130
ENSG00000156521,116,75,165
ENSG00000079332,525,428,431
ENSG00000180817,413,354,455
ENSG00000148734,24,30,36
ENSG00000172731,211,173,276
ENSG00000148730,994,849,1083
ENSG00000156574,0,0,0
ENSG00000107719,8,9,8
ENSG00000180644,1,2,12
ENSG00000138316,0,0,4
ENSG00000166224,122,112,122
ENSG00000166228,1236,1019,417
ENSG00000107731,2,6,44
ENSG00000198246,47,38,46
ENSG00000107736,73,65,51
ENSG00000214688,0,0,0
ENSG00000107738,117,89,42
ENSG00000197746,3325,2706,3122
ENSG00000122863,7,8,1
ENSG00000107742,6,3,28
ENSG00000138303,145,115,109
ENSG00000166295,559,472,247
ENSG00000168209,428,316,166
ENSG00000148719,92,75,149
ENSG00000107745,462,384,283
ENSG00000156026,16,11,24
ENSG00000138315,203,143,0
ENSG00000138308,152,102,125
ENSG00000122884,134,108,529
ENSG00000166321,27,25,20
ENSG00000122882,52,31,44
ENSG00000138286,59,42,72
ENSG00000213551,26,17,43
ENSG00000182180,466,388,348
ENSG00000156042,43,33,8
ENSG00000138279,435,423,231
ENSG00000166343,6,8,18
ENSG00000107758,57,38,59
ENSG00000166348,40,30,55
ENSG00000177791,0,0,0
ENSG00000166317,7,6,6
ENSG00000172650,38,29,30
ENSG00000176986,384,294,173
ENSG00000196968,35,32,42
ENSG00000172586,183,158,248
ENSG00000214655,206,157,190
ENSG00000272916,178,146,186
ENSG00000166507,93,88,58
ENSG00000148660,28,28,34
ENSG00000122861,6,7,25
ENSG00000222047,0,0,2
ENSG00000035403,129,138,77
ENSG00000185009,109,87,33
ENSG00000156110,492,384,157
ENSG00000156650,90,67,87
ENSG00000079393,0,0,0
ENSG00000156671,74,56,44
ENSG00000165637,237,197,248
ENSG00000165644,145,132,30
ENSG00000165655,18,7,22
ENSG00000148655,165,134,56
ENSG00000156113,161,102,27
ENSG00000151208,66,38,148
ENSG00000148606,92,93,137
ENSG00000138326,1006,812,1184
ENSG00000108175,70,67,193
ENSG00000108179,1521,1199,132
ENSG00000165424,270,212,91
ENSG00000253626,218,184,143
ENSG00000185303,0,0,0
ENSG00000122852,0,0,0
ENSG00000188199,39,32,30
ENSG00000228570,4,7,4
ENSG00000133661,0,0,0
ENSG00000133678,181,159,120
ENSG00000189129,21,16,2
ENSG00000122359,298,249,345
ENSG00000151224,5337,4310,1203
ENSG00000170788,16,13,18
ENSG00000133665,10,9,18
ENSG00000122378,1123,981,686
ENSG00000108219,222,208,180
ENSG00000178217,0,0,0
ENSG00000185737,5,9,0
ENSG00000165678,985,831,338
ENSG00000148600,10,11,2
ENSG00000204033,0,0,3
ENSG00000148604,1,2,1
ENSG00000107771,154,122,114
ENSG00000182771,1,0,21
ENSG00000062650,133,107,149
ENSG00000122375,0,0,0
ENSG00000122367,5,1,4
ENSG00000107779,75,69,89
ENSG00000173269,38,28,1
ENSG00000173267,7,0,0
ENSG00000148671,236,197,188
ENSG00000188100,0,0,0
ENSG00000148672,2716,2332,3314
ENSG00000122376,279,215,287
ENSG00000184923,50,47,18
ENSG00000214562,44,30,22
ENSG00000107789,80,72,48
ENSG00000198682,482,379,330
ENSG00000138138,109,91,35
ENSG00000227268,13,14,16
ENSG00000171862,407,413,237
ENSG00000184719,16,15,0
ENSG00000204022,0,0,0
ENSG00000173239,0,0,0
ENSG00000152766,0,1,14
ENSG00000138134,19,21,87
ENSG00000107796,201,151,110
ENSG00000026103,43,39,1
ENSG00000138135,4,2,0
ENSG00000107798,250,195,238
ENSG00000119922,136,92,12
ENSG00000119917,55,35,59
ENSG00000204010,0,0,0
ENSG00000185745,67,42,57
ENSG00000152778,24,17,31
ENSG00000152779,14,4,27
ENSG00000152782,416,354,83
ENSG00000138182,18,12,29
ENSG00000148680,2,5,2
ENSG00000148688,27,19,44
ENSG00000148677,3,3,4
ENSG00000180628,207,178,122
ENSG00000165338,13,15,65
ENSG00000119938,85,69,106
ENSG00000107854,195,162,181
ENSG00000174721,5,1,1
ENSG00000095564,142,138,302
ENSG00000107864,176,142,52
ENSG00000198060,47,65,65
ENSG00000119912,125,96,153
ENSG00000138160,10,7,20
ENSG00000152804,181,137,212
ENSG00000138190,126,93,223
ENSG00000095596,60,47,0
ENSG00000138119,0,7,4
ENSG00000138180,2,0,4
ENSG00000186188,10,12,10
ENSG00000138207,53686,43948,9000
ENSG00000095464,1,1,2
ENSG00000148690,87,66,63
ENSG00000108231,1,0,2
ENSG00000176273,27,22,11
ENSG00000138193,46,28,156
ENSG00000173145,111,77,37
ENSG00000108239,34,22,22
ENSG00000119969,19,16,101
ENSG00000108242,1140,978,747
ENSG00000276490,488,465,197
ENSG00000165841,405,370,88
ENSG00000138109,6893,5896,955
ENSG00000138115,6707,5567,468
ENSG00000173124,0,0,2
ENSG00000107438,461,369,392
ENSG00000095637,420,335,63
ENSG00000059573,31,29,176
ENSG00000119977,42,39,31
ENSG00000138185,85,136,90
ENSG00000270099,5,2,0
ENSG00000188649,10,7,5
ENSG00000107443,29,19,12
ENSG00000177853,127,106,151
ENSG00000095585,120,108,123
ENSG00000107447,0,0,0
ENSG00000095587,13,10,7
ENSG00000077147,239,233,222
ENSG00000155629,218,188,333
ENSG00000196233,97,100,77
ENSG00000187122,0,0,1
ENSG00000269891,0,0,5
ENSG00000213390,8,5,30
ENSG00000165879,4,5,16
